name	len	score	pvalue
MetaSPAdes.k21-127.N22-D90_NODE_2351_length_9423_cov_0.735210_circularA_MAG_403	9423	0.1916961967945099	0.1496336581312788
MetaSPAdes.k21-143.D131_NODE_7219_length_2749_cov_40.046562_circularA_MAG_2563	2749	0.8212559223175049	0.02358561824911247
MetaSPAdes.k21-127.N18-D34_NODE_4795_length_4475_cov_7.853631_circularA_MAG_10793	4475	0.9361250400543213	0.015031346778457588
MetaSPAdes.k21-127.N15-D50_NODE_3527_length_4355_cov_2.992193_circularA_MAG_2181	4355	0.9967136383056641	0.00541959362489614
MetaSPAdes.k21-143.D89_NODE_5350_length_4148_cov_35.467454_circularA_MAG_4366	4148	0.9691023826599121	0.011009139663116549
MetaSPAdes.k21-127.N23-D24_NODE_2574_length_6085_cov_46.339030_circularA_MAG_2086	6085	0.871192991733551	0.02003550117078329
MetaSPAdes.k21-127.N6-D37_NODE_1644_length_10122_cov_10.883916_circularA_MAG_4181	10122	0.18895527720451355	0.15069113981418536
MetaSPAdes.k21-143.D125_NODE_5104_length_4862_cov_0.712464_circularA_MAG_3285	4862	0.08164072036743164	0.20231890626180224
MetaSPAdes.k21-143.D64_NODE_2482_length_5316_cov_0.417231_circularA_MAG_3047	5316	0.9718791246414185	0.010518166024624217
MetaFlye.tres-o3000-3x.N28_contig_1282_length_6124_circularA_MAG_2086	6124	0.871192991733551	0.02003550117078329
MetaSPAdes.k21-143.D32_NODE_1732_length_4475_cov_96.761788_circularA_MAG_10793	4475	0.9245716333389282	0.015937759649520357
MetaSPAdes.k21-127.N18-D62_NODE_4128_length_6076_cov_17.808427_circularA_MAG_7583	6076	0.1363060176372528	0.17116096381901957
MetaFlye.tres-o3000-3x.N5_contig_1104_length_2873_circularA_MAG_1	2873	0.6132605671882629	0.04075081199486366
MetaFlye.tres-o3000-3x.N8_contig_1929_length_3766_circularA_MAG_2489	3766	0.2353721559047699	0.13624518468162247
MetaFlye.tres-o3000-3x.N17_contig_35_length_15937_circularA_MAG_213	15937	0.6753425598144531	0.035142382355162774
MetaFlye.tres-o3000-3x.NX_contig_3124_length_3148_circularA_MAG_11587	3148	0.20715095102787018	0.14466727094191403
MetaSPAdes.k21-127.N24-D81_NODE_4477_length_5505_cov_1.161126_circularA_MAG_6863	5505	0.8910066485404968	0.018411511443462498
MetaSPAdes.k21-143.D79_NODE_3720_length_5603_cov_2.695877_circularA_MAG_738	5603	0.942500650882721	0.01452148953848478
MetaFlye.tres-o3000-3x.NX_contig_8157_length_3095_circularA_MAG_403	3095	0.5061390399932861	0.05857693179243145
MetaSPAdes.k21-143.D127_NODE_338_length_29009_cov_1.296425_circularA_MAG_613	29009	0.8507140278816223	0.021489538484779816
MetaSPAdes.k21-143.D25_NODE_1163_length_3684_cov_6.471227_circularA_MAG_691	3684	0.29612308740615845	0.1202507742276607
MetaFlye.tres-o3000-3x.N8_contig_1924_length_5653_circularA_MAG_7677	5653	0.18511199951171875	0.15208852632374045
MetaSPAdes.k21-143.D83_NODE_9186_length_2749_cov_137.805748_circularA_MAG_2563	2749	0.8192274570465088	0.023831105068358636
MetaSPAdes.k21-127.N21-D84_NODE_1684_length_2749_cov_254.088396_circularA_MAG_2563	2749	0.8240052461624146	0.023396782234307727
MetaSPAdes.k21-143.D15_NODE_3484_length_5500_cov_3.977636_circularA_MAG_810	5500	0.8178600072860718	0.02388775587280006
MetaSPAdes.k21-143.D25_NODE_826_length_4981_cov_1.669946_circularA_MAG_4584	4981	0.5196466445922852	0.05457360827857089
MetaSPAdes.k21-127.N24-D80_NODE_4157_length_5939_cov_0.276660_circularA_MAG_2935	5939	0.3207784593105316	0.11428355615983081
MetaSPAdes.k21-127.N27-D46_NODE_1830_length_4461_cov_1.707241_circularA_MAG_3124	4461	0.9974415302276611	0.005023037993806179
MetaSPAdes.k21-127.N27-D51_NODE_175_length_83965_cov_8.468112_circularA_MAG_174	83965	1.0	0.0
MetaSPAdes.k21-127.N16-D11_NODE_5140_length_4883_cov_7.954127_circularA_MAG_4616	4883	0.9791663885116577	0.009422917138756703
MetaSPAdes.k21-143.D98_NODE_4238_length_2811_cov_0.840270_circularA_MAG_1	2811	0.6824185848236084	0.03459475791222902
MetaFlye.tres-o3000-3x.N15_contig_1137_length_9784_circularA_MAG_1260	9784	0.1182727962732315	0.17958305007931114
MetaSPAdes.k21-127.N10-D2_NODE_314_length_80264_cov_17.582465_circularA_MAG_85	80264	0.9630907773971558	0.011915552534179318
MetaFlye.tres-o3000-3x.N7_contig_653_length_4844_circularA_MAG_933	4844	0.7018684148788452	0.032819699373064434
MetaFlye.tres-o3000-3x.N6_contig_550_length_17926_circularA_MAG_1242	17926	0.4659552574157715	0.0790845230002266
MetaFlye.tres-o3000-3x.N7_contig_109_length_3482_circularA_MAG_34082	3482	0.42242729663848877	0.09132109675957399
MetaFlye.tres-o3000-3x.N17_contig_94_length_11007_circularA_MAG_4390	11007	0.1452031284570694	0.16683661907999092
MetaSPAdes.k21-127.N8-D113_NODE_8311_length_3295_cov_6.758725_circularA_MAG_2966	3295	0.18408805131912231	0.15233401314298664
MetaFlye.tres-o3000-3x.N20_contig_761_length_5785_circularA_MAG_7583	5785	0.07341346144676208	0.2093436060125387
MetaSPAdes.k21-143.D49_NODE_1995_length_10122_cov_1.884213_circularA_MAG_4181	10122	0.20039010047912598	0.14678223430772716
MetaSPAdes.k21-127.N30-D26_NODE_3456_length_6076_cov_14.400428_circularA_MAG_7583	6076	0.1335146129131317	0.17229397990784803
MetaSPAdes.k21-143.D127_NODE_2137_length_4862_cov_0.874743_circularA_MAG_3285	4862	0.07864953577518463	0.20481154165722487
MetaSPAdes.k21-143.D123_NODE_1178_length_9643_cov_6.167375_circularA_MAG_1260	9643	0.1182727962732315	0.17958305007931114
MetaSPAdes.k21-143.D65_NODE_4475_length_5316_cov_0.751317_circularA_MAG_3047	5316	0.9718819856643677	0.010518166024624217
MetaFlye.tres-o3000-3x.N5_contig_887_length_6467_circularA_MAG_584	6467	0.11386853456497192	0.1816791298436438
MetaFlye.tres-o3000-3x.N15_contig_1344_length_4030_circularA_MAG_22741	4030	0.9911345839500427	0.007213535765541204
MetaSPAdes.k21-127.N31-D19_NODE_2850_length_3684_cov_35.637894_circularA_MAG_691	3684	0.2905465364456177	0.12183699675202055
MetaFlye.tres-o3000-3x.N31_contig_708_length_18205_circularA_MAG_1481	18205	0.59440016746521	0.04307349497696201
MetaFlye.tres-o3000-3x.N12_contig_1593_length_5612_circularA_MAG_7677	5612	0.17502331733703613	0.15535538937986254
MetaSPAdes.k21-127.N16-D11_NODE_4743_length_5333_cov_0.910456_circularA_MAG_7491	5333	0.9902100563049316	0.00732683737442405
MetaSPAdes.k21-143.D18_NODE_1420_length_17901_cov_1.697335_circularA_MAG_716	17901	0.5585821866989136	0.04707681849082257
MetaSPAdes.k21-127.N29-D43_NODE_3019_length_3295_cov_2.773900_circularA_MAG_1062	3295	0.15894865989685059	0.16109600422992673
MetaSPAdes.k21-143.D3_NODE_3158_length_2749_cov_231.174245_circularA_MAG_2563	2749	0.8199737071990967	0.023736687060956267
MetaSPAdes.k21-143.D101_NODE_5161_length_2749_cov_12.756639_circularA_MAG_2563	2749	0.8326171636581421	0.02281139058841302
MetaSPAdes.k21-127.N27-D6_NODE_3288_length_2749_cov_358.213896_circularA_MAG_2563	2749	0.8241410255432129	0.023396782234307727
MetaSPAdes.k21-143.D105_NODE_3914_length_4076_cov_1.879048_circularA_MAG_1456	4076	0.10315614193677902	0.1880051363396027
MetaSPAdes.k21-143.D12_NODE_2631_length_9643_cov_3.804314_circularA_MAG_1260	9643	0.1182727962732315	0.17958305007931114
MetaSPAdes.k21-127.N30-D67_NODE_321_length_62501_cov_2.665669_circularA_MAG_3477	62501	0.9997483491897583	0.002228264974695974
MetaSPAdes.k21-127.N24-D81_NODE_5838_length_4148_cov_72.249759_circularA_MAG_4366	4148	0.9691023826599121	0.011009139663116549
MetaSPAdes.k21-143.D1_NODE_2784_length_9643_cov_2.941097_circularA_MAG_1260	9643	0.11539870500564575	0.18086713497998338
MetaSPAdes.k21-127.N6-D37_NODE_2562_length_6903_cov_36.113429_circularA_MAG_1365	6903	0.16804815828800201	0.1578857919782461
MetaSPAdes.k21-127.N29-D59_NODE_4148_length_2621_cov_1.334605_circularA_MAG_3874	2621	0.06146617233753204	0.22133469295263994
MetaFlye.tres-o3000-3x.N31_contig_868_length_38013_circularA_MAG_579	38013	0.4083422124385834	0.09421028778608656
MetaSPAdes.k21-127.N25-D23_NODE_1239_length_4148_cov_136.675747_circularA_MAG_1472	4148	0.8586496114730835	0.020923030440365586
MetaFlye.tres-o3000-3x.N22_contig_790_length_4400_circularA_MAG_3412	4400	0.04303586110472679	0.24471259158546718
MetaFlye.tres-o3000-3x.N10_contig_2851_length_5203_circularA_MAG_738	5203	0.8967608213424683	0.01795830500793111
MetaSPAdes.k21-127.N15-D73_NODE_5566_length_2749_cov_285.895962_circularA_MAG_2563	2749	0.8513568639755249	0.02145177128181887
MetaSPAdes.k21-127.N29-D94_NODE_1399_length_6666_cov_10.644614_circularA_MAG_4365	6666	0.2547634541988373	0.13110884507893344
MetaFlye.tres-o3000-3x.N14_contig_1903_length_7650_circularA_MAG_613	7650	0.14291919767856598	0.16778079915401464
MetaSPAdes.k21-143.D2_NODE_8900_length_3684_cov_3.697883_circularA_MAG_691	3684	0.29548507928848267	0.12042072664098497
MetaSPAdes.k21-143.D110_NODE_732_length_32787_cov_25.459359_circularA_MAG_2420	32787	0.9277650117874146	0.015786690837676563
MetaFlye.tres-o3000-3x.NX_contig_1152_length_11855_circularA_MAG_1967	11855	0.709727942943573	0.0323287257345721
MetaSPAdes.k21-127.N28-D64_NODE_3920_length_4148_cov_5.564368_circularA_MAG_4366	4148	0.9726018905639648	0.01027267920537805
MetaFlye.tres-o3000-3x.N31_contig_920_length_32682_circularA_MAG_2420	32682	0.9370330572128296	0.014974695974016164
MetaSPAdes.k21-127.N25-D93_NODE_1263_length_4475_cov_98.321788_circularA_MAG_10793	4475	0.9359912872314453	0.015069113981418535
MetaFlye.tres-o3000-3x.N17_contig_396_length_13986_circularA_MAG_1745	13986	0.07638388872146606	0.20668101820379184
MetaSPAdes.k21-143.D40_NODE_4677_length_2621_cov_2.065242_circularA_MAG_3874	2621	0.06037592142820358	0.22242994183850745
MetaFlye.tres-o3000-3x.N10_contig_2250_length_5359_circularA_MAG_1481	5359	0.4871412515640259	0.07066243673993504
MetaSPAdes.k21-127.N7-D49_NODE_2521_length_9643_cov_19.383698_circularA_MAG_1260	9643	0.12163101881742477	0.17795906035199033
MetaSPAdes.k21-143.D55_NODE_2298_length_9643_cov_6.433786_circularA_MAG_1260	9643	0.11633726954460144	0.18054611375481533
MetaFlye.tres-o3000-3x.NX_contig_4259_length_33553_circularA_MAG_994	33553	0.46014487743377686	0.0809351159453131
MetaSPAdes.k21-143.D82_NODE_1040_length_10122_cov_4.461174_circularA_MAG_4181	10122	0.19867093861103058	0.14723544074325856
MetaSPAdes.k21-143.D109_NODE_3642_length_5283_cov_1.246262_circularA_MAG_1345	5283	0.18162581324577332	0.1532593096155299
MetaFlye.tres-o3000-3x.N30_contig_623_length_17411_circularA_MAG_523	17411	0.6254552602767944	0.039617795906035196
MetaSPAdes.k21-127.N24-D81_NODE_4142_length_5932_cov_0.376223_circularA_MAG_2935	5932	0.418057918548584	0.09222750963063675
MetaSPAdes.k21-127.N20-D76_NODE_2476_length_9643_cov_20.545370_circularA_MAG_1260	9643	0.11610964685678482	0.18060276455925675
MetaSPAdes.k21-143.D116_NODE_1647_length_9643_cov_1.709427_circularA_MAG_1260	9643	0.1197921484708786	0.17890324042601405
MetaFlye.tres-o3000-3x.NX_contig_5809_length_22898_circularA_MAG_947	22898	0.18040797114372253	0.1536747488481003
MetaSPAdes.k21-127.N28-D97_NODE_6020_length_4148_cov_119.618852_circularA_MAG_4366	4148	0.9728786945343018	0.010216028400936626
MetaSPAdes.k21-127.N30-D16_NODE_2002_length_9643_cov_22.706834_circularA_MAG_1260	9643	0.11827352643013	0.17958305007931114
MetaFlye.tres-o3000-3x.N11_contig_1104_length_4284_circularA_MAG_10793	4284	0.9253246784210205	0.015918876048039883
MetaSPAdes.k21-127.N16-D126_NODE_3680_length_6085_cov_15.719145_circularA_MAG_2086	6085	0.871578574180603	0.020016617569302817
MetaSPAdes.k21-127.N29-D115_NODE_3028_length_2749_cov_701.970899_circularA_MAG_2563	2749	0.8240052461624146	0.023396782234307727
MetaFlye.tres-o3000-3x.N28_contig_1285_length_4434_circularA_MAG_144	4434	0.2634323239326477	0.12867286048795226
MetaFlye.tres-o3000-3x.N31_contig_804_length_13731_circularA_MAG_18540	13731	0.033401068300008774	0.2612735100838432
MetaFlye.tres-o3000-3x.N7_contig_2019_length_93525_circularA_MAG_2419	93525	0.985109806060791	0.008516504267693934
MetaSPAdes.k21-127.N25-D102_NODE_1803_length_2749_cov_154.771190_circularA_MAG_2563	2749	0.834932804107666	0.022565903769166857
MetaSPAdes.k21-143.D73_NODE_5252_length_3684_cov_5.633822_circularA_MAG_691	3684	0.28565549850463867	0.12317773245713423
MetaSPAdes.k21-127.N11-D86_NODE_3194_length_2749_cov_735.209531_circularA_MAG_2563	2749	0.8162277936935425	0.02398217388020243
MetaSPAdes.k21-127.N29-D115_NODE_147_length_83965_cov_6.759769_circularA_MAG_174	83965	1.0	0.0
MetaFlye.tres-o3000-3x.NX_contig_6773_length_80200_circularA_MAG_823	80200	0.9889402389526367	0.0076289749981116395
MetaSPAdes.k21-127.N19-D9_NODE_1074_length_9643_cov_10.937364_circularA_MAG_1260	9643	0.1182727962732315	0.17958305007931114
MetaSPAdes.k21-143.D107_NODE_2302_length_9643_cov_6.058903_circularA_MAG_1260	9643	0.11853428184986115	0.17943198126746734
MetaSPAdes.k21-127.N11-D86_NODE_1540_length_5454_cov_0.596186_circularA_MAG_6863	5454	0.8342903852462769	0.022603670972127805
MetaSPAdes.k21-143.D17_NODE_3446_length_7998_cov_0.577144_circularA_MAG_1941	7998	0.5994564890861511	0.042374801722184455
MetaFlye.tres-o3000-3x.N24_contig_459_length_19697_circularA_MAG_25791	19697	0.5335184931755066	0.05174106805649974
MetaFlye.tres-o3000-3x.NX_contig_8766_length_93716_circularA_MAG_2419	93716	0.986076295375824	0.00832766825288919
MetaSPAdes.k21-127.N29-D123_NODE_1858_length_6085_cov_10.282991_circularA_MAG_2086	6085	0.8703058958053589	0.02011103557670519
MetaSPAdes.k21-143.D21_NODE_3191_length_6085_cov_5.791947_circularA_MAG_2086	6085	0.8769049644470215	0.019582294735251908
MetaSPAdes.k21-143.D130_NODE_3853_length_10122_cov_4.358625_circularA_MAG_4181	10122	0.19881275296211243	0.14717878993881714
MetaSPAdes.k21-143.D2_NODE_7168_length_4475_cov_6.028156_circularA_MAG_10793	4475	0.9319688081741333	0.015427902409547549
MetaSPAdes.k21-127.N19-D7_NODE_4284_length_3295_cov_1.302883_circularA_MAG_1062	3295	0.14926806092262268	0.16483495732306067
MetaSPAdes.k21-143.D107_NODE_1830_length_12484_cov_0.491189_circularA_MAG_496	12484	0.3619282841682434	0.10533272905808595
MetaFlye.tres-o3000-3x.NX_contig_4104_length_6552_circularA_MAG_3176	6552	0.0081432880833745	0.35842963970088376
MetaSPAdes.k21-143.D31_NODE_4389_length_3840_cov_0.379427_circularA_MAG_5896	3840	0.6915555000305176	0.03383941385301004
MetaSPAdes.k21-143.D121_NODE_2938_length_3295_cov_6.579059_circularA_MAG_1062	3295	0.160005122423172	0.16077498300475868
MetaSPAdes.k21-127.N10-D130_NODE_12949_length_3295_cov_10.498027_circularA_MAG_2966	3295	0.1738177388906479	0.15578971221391344
MetaSPAdes.k21-127.N16-D61_NODE_693_length_32787_cov_55.429225_circularA_MAG_2420	32787	0.9277650117874146	0.015786690837676563
MetaSPAdes.k21-143.D3_NODE_1866_length_4361_cov_1.192846_circularA_MAG_893	4361	0.19627374410629272	0.14789636679507515
MetaSPAdes.k21-143.D54_NODE_5685_length_3295_cov_4.093475_circularA_MAG_2966	3295	0.18408805131912231	0.15233401314298664
MetaSPAdes.k21-127.N20-D55_NODE_7013_length_3295_cov_3.049772_circularA_MAG_1062	3295	0.15563026070594788	0.16266334315280612
MetaSPAdes.k21-127.N16-D61_NODE_4118_length_4148_cov_152.407184_circularA_MAG_1472	4148	0.8794606924057007	0.019299040713044793
MetaSPAdes.k21-127.N17-D72_NODE_2370_length_2749_cov_1233.545289_circularA_MAG_2563	2749	0.775963544845581	0.027211269733363547
MetaFlye.tres-o3000-3x.N8_contig_1923_length_5271_circularA_MAG_13830	5271	0.9477812051773071	0.014011632298511972
MetaFlye.tres-o3000-3x.N23_contig_982_length_45883_circularA_MAG_2168	45883	0.9977805018424988	0.0048153183775209605
MetaFlye.tres-o3000-3x.N14_contig_644_length_11223_circularA_MAG_1974	11223	0.6221135854721069	0.039825515522320415
MetaSPAdes.k21-127.N20-D76_NODE_327_length_80880_cov_2.781949_circularA_MAG_823	80880	0.9855996370315552	0.008440969861772037
MetaSPAdes.k21-143.D61_NODE_3446_length_4883_cov_2.020274_circularA_MAG_4616	4883	0.9760996103286743	0.009762821965405242
MetaSPAdes.k21-127.N22-D128_NODE_2316_length_9643_cov_23.864461_circularA_MAG_1260	9643	0.1182727962732315	0.17958305007931114
MetaSPAdes.k21-143.D55_NODE_4512_length_4862_cov_0.708762_circularA_MAG_3285	4862	0.07829457521438599	0.20509479567943198
MetaSPAdes.k21-143.D25_NODE_1672_length_2749_cov_213.970535_circularA_MAG_2563	2749	0.8513568639755249	0.02145177128181887
MetaSPAdes.k21-143.D104_NODE_2396_length_6085_cov_7.364010_circularA_MAG_2086	6085	0.8725283145904541	0.019922199561900444
MetaSPAdes.k21-143.D14_NODE_7733_length_3684_cov_3.241585_circularA_MAG_691	3684	0.3042582869529724	0.11821134526776947
MetaSPAdes.k21-127.N22-D15_NODE_6500_length_3295_cov_4.991199_circularA_MAG_1062	3295	0.17213386297225952	0.15633733665684718
MetaSPAdes.k21-143.D17_NODE_9513_length_3295_cov_6.040971_circularA_MAG_1062	3295	0.17751243710517883	0.15467557972656545
MetaSPAdes.k21-143.D20_NODE_5479_length_3739_cov_0.418026_circularA_MAG_456	3739	0.8403121829032898	0.02218823173955737
MetaSPAdes.k21-127.N19-D119_NODE_2274_length_5316_cov_4.624342_circularA_MAG_3047	5316	0.9725139141082764	0.010329330009819473
MetaFlye.tres-o3000-3x.N25_contig_365_length_5649_circularA_MAG_2086	5649	0.864820122718811	0.020526474809275625
MetaSPAdes.k21-143.D91_NODE_1442_length_17901_cov_0.803810_circularA_MAG_716	17901	0.563580334186554	0.046491426844927866
MetaSPAdes.k21-143.D15_NODE_3413_length_5603_cov_4.193111_circularA_MAG_738	5603	0.9533586502075195	0.013256288239292998
MetaSPAdes.k21-127.N24-D47_NODE_4475_length_5505_cov_1.834877_circularA_MAG_6863	5505	0.8896863460540771	0.01850592945086487
MetaSPAdes.k21-143.D59_NODE_2291_length_6085_cov_0.859326_circularA_MAG_2086	6085	0.871192991733551	0.02003550117078329
MetaSPAdes.k21-127.N17-D36_NODE_1294_length_4862_cov_1.927190_circularA_MAG_3285	4862	0.08129127323627472	0.20248885867512653
MetaFlye.tres-o3000-3x.NX_contig_7060_length_9315_circularA_MAG_1777	9315	0.012384604662656784	0.3276304856862301
MetaFlye.tres-o3000-3x.N31_contig_578_length_21801_circularA_MAG_893	21801	0.1170186996459961	0.18028174333408867
MetaSPAdes.k21-143.D81_NODE_3400_length_4883_cov_2.225271_circularA_MAG_4616	4883	0.9815419912338257	0.009083012312108165
MetaSPAdes.k21-127.N7-D35_NODE_3538_length_5790_cov_0.776511_circularA_MAG_1142	5790	0.33587536215782166	0.11099780950222826
MetaSPAdes.k21-127.N23-D105_NODE_3858_length_4076_cov_6.249264_circularA_MAG_1456	4076	0.10390250384807587	0.18751416270111035
MetaFlye.tres-o3000-3x.N31_contig_275_length_13621_circularA_MAG_865	13621	0.7383151054382324	0.030024926353954227
MetaSPAdes.k21-143.D78_NODE_7137_length_2749_cov_73.785013_circularA_MAG_2563	2749	0.8164427280426025	0.02398217388020243
MetaSPAdes.k21-127.N24-D81_NODE_384_length_43756_cov_0.942111_circularA_MAG_817	43756	0.9730169773101807	0.010197144799456152
MetaSPAdes.k21-143.D72_NODE_1338_length_4361_cov_5.797294_circularA_MAG_893	4361	0.20150965452194214	0.1463290278721958
MetaSPAdes.k21-127.N23-D31_NODE_3161_length_5256_cov_2.399924_circularA_MAG_6418	5256	0.773218035697937	0.02749452375557066
MetaSPAdes.k21-127.N29-D94_NODE_169_length_83965_cov_39.205609_circularA_MAG_174	83965	1.0	0.0
MetaSPAdes.k21-127.N20-D89_NODE_613_length_38026_cov_1.108215_circularA_MAG_1847	38026	0.9325172901153564	0.015371251605106126
MetaFlye.tres-o3000-3x.N8_contig_1916_length_10613_circularA_MAG_7583	10613	0.1352536976337433	0.17163305385603142
